Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,date,country
30163,0.4,Good,D,SI1,63.6,57.0,720.0,4.67,4.7,2.98,2022-08-30,Guadeloupe
30164,,Very Good,D,,63.0,57.0,720.0,4.66,4.7,2.95,2022-09-25,Mexico
30165,0.4,Very Good,D,VS2,60.5,58.0,720.0,4.76,4.82,2.9,2022-09-08,Seychelles
30166,0.4,Good,D,SI1,63.1,,720.0,4.69,4.73,2.97,2022-09-04,Papua New Guinea
30167,0.4,Very Good,D,SI1,62.5,61.0,720.0,4.66,4.69,2.92,2022-09-11,Lithuania
30168,0.32,Very Good,F,VVS2,63.0,56.0,721.0,4.37,4.39,2.76,,Italy
30169,0.31,Very Good,E,VVS2,64.2,55.0,721.0,4.24,4.3,2.74,2022-09-23,Bouvet Island
30170,0.27,,,VVS1,62.3,54.0,721.0,4.18,4.21,2.61,2022-09-10,Togo
30171,0.35,Very Good,D,VS2,62.6,56.0,721.0,4.48,4.5,2.81,2022-09-11,Gambia
30172,0.38,Ideal,I,VVS2,62.0,55.0,,4.64,4.69,2.89,2022-09-07,Falkland Islands (Malvinas)
30173,0.3,Ideal,E,,62.0,55.0,721.0,4.31,4.34,2.68,2022-09-25,Grenada
30174,0.38,Ideal,G,VS2,61.0,55.0,721.0,4.67,4.71,2.86,2022-09-14,Brunei Darussalam
30175,0.38,Ideal,G,VS2,,58.0,721.0,,4.77,2.83,2022-08-31,Monaco
30176,0.38,Ideal,H,VS1,61.1,55.0,721.0,4.68,4.72,2.87,2022-09-06,Italy
30177,0.29,Ideal,G,IF,61.3,56.0,721.0,4.26,,2.62,2022-08-30,Reunion
30178,0.38,Good,H,VS1,64.4,57.0,721.0,4.54,4.59,2.94,2022-09-07,Indonesia
30179,0.35,Good,G,VS1,58.6,60.5,721.0,4.62,4.68,2.72,2022-09-10,Australia
30180,0.39,Premium,H,SI2,62.4,59.0,721.0,4.65,4.58,2.88,2022-09-21,Jordan
30181,0.33,Ideal,I,VVS2,61.0,56.0,722.0,4.48,4.51,2.74,2022-09-05,Uruguay
30182,0.34,Ideal,G,VVS2,62.0,55.0,722.0,4.47,4.5,2.78,2022-09-22,Vatican City State
30183,0.34,Ideal,H,VVS1,62.3,,722.0,4.46,4.5,2.79,2022-09-21,Suriname
30184,0.31,Ideal,E,VS1,61.6,55.0,722.0,4.39,4.41,2.71,2022-09-08,Macau
30185,0.31,Ideal,E,VS1,61.2,55.0,722.0,4.4,4.43,2.7,2022-09-24,Portugal
30186,0.41,Ideal,H,SI1,62.4,53.0,722.0,4.78,4.81,,2022-09-20,Bangladesh
30187,0.41,Ideal,,SI1,61.3,56.0,722.0,4.8,4.82,2.95,2022-09-23,Turkey
30188,0.4,Fair,G,VS2,64.6,,722.0,4.62,,2.99,2022-09-21,Jamaica
30189,0.35,Ideal,E,VS2,63.5,54.0,722.0,4.48,4.43,2.83,,Honduras
30190,0.33,Premium,G,VVS2,61.3,59.0,722.0,4.42,4.45,2.72,2022-09-05,Yugoslavia
30191,0.42,Very Good,F,SI1,60.6,61.0,722.0,4.83,4.87,2.94,2022-09-19,Australia
30192,0.42,Very Good,E,SI1,61.5,61.0,722.0,4.82,4.87,,2022-08-31,Afghanistan
30193,0.42,Very Good,E,SI1,59.8,61.0,722.0,4.85,4.89,2.91,2022-09-18,Australia
30194,0.42,Good,F,,63.4,56.0,722.0,4.75,4.78,3.02,2022-09-05,Reunion
30195,0.42,Good,F,SI1,63.4,56.0,722.0,4.76,4.8,3.03,2022-08-30,Cape Verde
30196,0.42,Premium,E,SI1,61.5,58.0,722.0,4.78,4.84,2.96,2022-09-14,Cote D`ivoire
30197,0.42,Good,F,SI1,63.6,57.0,722.0,4.7,4.76,3.01,2022-09-20,American Samoa
30198,0.42,,E,SI1,,58.0,722.0,4.82,4.85,3.0,2022-09-06,Ukraine
30199,0.42,Premium,E,SI1,,58.0,722.0,4.85,4.89,2.92,2022-09-08,Cayman Islands
30200,0.42,Good,F,SI1,63.3,56.0,722.0,4.75,4.79,3.02,2022-09-12,Taiwan
30201,0.42,Good,F,SI1,63.1,56.0,,4.79,4.82,3.03,2022-09-08,Yugoslavia
30202,0.42,Very Good,J,,60.9,58.0,723.0,4.81,,2.94,2022-09-21,Benin
30203,0.42,Very Good,D,SI1,60.2,58.0,723.0,4.85,4.89,2.93,2022-09-08,Portugal
30204,0.42,Ideal,J,VS1,62.7,57.0,723.0,4.75,,2.99,2022-09-09,Slovenia
30205,0.34,,F,VS1,60.9,57.0,723.0,4.53,4.56,2.77,2022-09-15,Puerto Rico
30206,,Ideal,G,SI2,62.5,53.0,723.0,4.75,4.79,2.98,2022-09-25,Samoa
30207,0.38,Ideal,,SI1,61.0,55.0,723.0,4.69,,2.87,2022-09-02,Monaco
30208,0.34,Ideal,E,SI1,60.4,57.0,723.0,4.53,4.55,2.74,2022-09-18,Cyprus
30209,0.43,Good,E,SI1,60.6,61.0,723.0,4.96,4.98,3.01,2022-08-31,Greenland
30210,0.33,Ideal,E,VS2,61.0,57.0,,4.43,4.46,2.71,2094-02-27,Guam
30211,0.33,Ideal,E,VS2,62.1,57.0,723.0,4.41,4.44,2.75,2022-09-17,French Guiana
30212,0.33,Ideal,E,VS2,60.3,,723.0,4.51,4.54,2.73,2022-09-06,Nepal
30213,0.33,Ideal,E,VS2,62.1,56.0,723.0,4.43,4.46,,2022-09-26,Viet Nam
30214,0.33,Premium,E,VS2,62.0,59.0,723.0,4.39,4.41,2.73,2022-09-07,Zimbabwe
30215,0.33,Ideal,E,VS2,62.3,56.0,723.0,4.46,4.47,2.78,2022-09-01,St. Helena
30216,0.33,Premium,E,VS2,60.7,58.0,723.0,4.47,4.49,2.72,2022-09-02,Turkey
30217,0.33,Ideal,E,VS2,62.3,,723.0,4.43,4.46,2.77,2022-09-13,Chile
30218,0.33,Ideal,,VS2,62.0,56.0,723.0,4.46,4.48,2.77,2094-02-11,Central African Rep
30219,0.33,Ideal,E,VS2,61.8,55.0,723.0,4.45,4.48,2.76,2022-09-08,Dominican Republic
30220,0.33,Very Good,E,,62.8,56.0,723.0,,4.45,2.78,2022-09-20,Saudi Arabia
30221,0.33,Premium,E,VS2,60.6,60.0,723.0,4.43,4.48,2.7,2022-09-23,Norfolk Island
30222,0.33,Premium,E,VS2,61.0,60.0,723.0,4.42,4.47,2.71,2022-09-10,Dominica
30223,0.33,Premium,E,VS2,61.1,59.0,723.0,4.45,4.49,2.73,2022-09-08,Sri Lanka
30224,0.33,Ideal,E,VS2,61.3,55.0,723.0,4.46,4.48,2.74,2022-09-18,Antarctica
30225,0.33,Premium,E,VS2,61.0,60.0,723.0,4.43,4.46,2.71,2022-09-21,Uzbekistan
30226,0.33,Ideal,E,VS2,60.6,55.0,723.0,4.48,4.5,2.72,2022-09-01,Greece
30227,0.33,Premium,E,VS2,61.5,59.0,723.0,4.42,,2.73,2022-09-18,Virgin Islands (British)
30228,0.33,Ideal,E,VS2,62.6,57.0,723.0,4.37,4.42,2.75,2022-09-20,Botswana
30229,0.33,Premium,E,VS2,61.7,60.0,723.0,4.4,4.45,2.73,,Kuwait
30230,0.33,Ideal,E,VS2,61.9,56.0,723.0,4.4,4.45,2.74,2022-09-28,St.Pierre
30231,0.33,Ideal,E,VS2,,56.0,723.0,4.45,4.47,,2022-09-12,Bermuda
30232,0.33,Ideal,E,VS2,,57.0,723.0,4.4,4.43,2.75,2022-09-12,Greenland
30233,0.33,Ideal,E,VS2,60.5,56.0,723.0,4.48,4.51,,2022-09-07,Hong Kong
30234,0.33,Ideal,E,VS2,61.9,54.0,723.0,4.42,4.47,2.75,2022-09-21,Cameroon
30235,0.33,Ideal,,VS2,60.8,57.0,723.0,4.45,4.47,2.71,2022-09-21,Guinea-bissau
30236,0.33,Ideal,E,,62.4,55.0,723.0,4.4,4.42,,2022-09-06,Anguilla
30237,0.33,,E,VS2,61.9,56.0,723.0,4.43,4.46,2.75,2111-06-16,Slovakia
30238,0.33,Ideal,E,VS2,61.1,56.0,723.0,4.45,,2.73,,Ireland
30239,,Ideal,E,VS2,61.6,57.0,723.0,4.44,4.46,2.74,2022-09-23,Costa Rica
30240,0.33,Ideal,E,VS2,62.3,57.0,723.0,4.37,4.43,2.74,2022-09-13,Turkey
30241,0.4,Good,F,,64.1,56.0,,4.65,4.71,3.0,2093-07-18,Japan
30242,0.33,Ideal,E,VS2,61.5,57.0,723.0,4.41,4.47,2.73,2022-09-19,French S. Territories
30243,0.33,Ideal,F,VS1,61.2,56.0,723.0,4.46,4.49,2.74,2022-09-22,Israel
30244,0.33,Ideal,E,VS2,62.1,,723.0,4.4,4.45,2.75,2022-09-20,Netherlands
30245,0.33,Ideal,,VS2,61.7,55.0,724.0,4.46,4.48,2.76,2022-09-28,Senegal
30246,0.33,Good,F,VVS1,60.2,64.0,724.0,4.47,4.5,2.7,2022-09-23,Italy
30247,0.26,Very Good,F,VVS1,63.3,57.0,724.0,4.07,4.05,2.57,2022-09-09,Mauritania
30248,0.26,Ideal,E,VVS2,62.5,55.0,724.0,4.09,4.07,2.55,2022-09-06,Latvia
30249,0.26,Premium,E,VVS2,61.7,61.0,724.0,4.12,4.08,,2022-09-06,Virgin Islands (U.S.)
30250,0.26,Premium,E,VVS2,60.8,61.0,724.0,4.13,4.12,2.51,2084-07-19,Afghanistan
30251,,Premium,E,VVS2,58.9,61.0,724.0,4.19,4.16,2.46,2022-09-26,Georgia
30252,0.26,Good,D,VVS2,63.6,56.0,724.0,4.09,,2.59,2022-09-10,Bolivia
30253,0.34,Very Good,F,VVS2,59.6,60.0,724.0,4.54,4.59,2.72,2022-09-20,Anguilla
30254,0.43,Premium,G,SI1,62.6,59.0,724.0,4.8,4.82,3.01,2022-09-18,Reunion
30255,0.3,Very Good,G,VVS1,60.7,56.0,725.0,4.32,4.35,2.63,2022-08-30,Cote D`ivoire
30256,0.31,Very Good,E,VVS1,60.4,61.0,725.0,4.34,4.4,2.64,2087-01-03,Haiti
30257,,Very Good,E,VVS1,62.5,59.0,725.0,4.3,4.34,2.7,2022-09-08,Egypt
30258,0.35,Very Good,G,VS1,59.2,60.0,725.0,4.59,4.64,2.73,2097-06-14,Canada
30259,0.34,Very Good,D,VS1,59.8,57.0,725.0,4.54,4.59,2.73,2022-08-30,Barbados
30260,0.4,Very Good,E,SI1,63.0,57.0,725.0,4.68,4.71,2.96,2022-09-15,Montserrat
30261,0.31,,E,VVS1,59.8,60.0,725.0,4.38,4.42,2.63,2022-08-30,French S. Territories
30262,0.4,Ideal,H,VS2,61.4,55.0,725.0,4.76,4.78,2.93,2022-09-18,Pakistan
30263,0.4,Ideal,H,VS2,61.9,55.0,725.0,4.73,4.75,2.93,2022-09-13,Cameroon
30264,0.36,Ideal,G,VS1,,58.0,725.0,4.59,4.61,2.83,2022-09-20,Equatorial Guinea
30265,0.32,Ideal,F,VS1,61.3,55.0,,4.4,4.44,2.71,2022-09-10,Saudi Arabia
30266,0.36,Ideal,G,SI1,61.8,55.0,725.0,4.58,4.61,,2022-09-26,Ecuador
30267,0.31,Good,,VVS1,60.9,61.0,725.0,4.32,4.35,2.64,2022-09-24,Korea (South)
30268,0.3,Very Good,F,VS2,63.4,59.0,725.0,4.25,4.23,2.69,2022-09-24,Yemen
30269,0.3,Premium,G,VS1,60.8,61.0,725.0,4.34,4.31,2.63,2022-08-30,Colombia
30270,0.3,Premium,G,VS1,60.2,62.0,725.0,4.31,4.3,2.59,2022-09-14,Niger
30271,0.31,Good,H,SI1,63.1,57.0,446.0,,4.34,2.73,2022-09-15,Bangladesh
30272,0.31,Very Good,H,SI1,59.0,57.0,446.0,4.4,4.44,2.61,2022-09-22,Christmas Island
30273,0.31,Very Good,H,SI1,60.5,,,4.33,4.4,2.64,2022-09-21,Canada
30274,0.31,Ideal,I,VS2,62.1,53.7,447.0,4.37,4.4,,2022-09-11,El Salvador
30275,0.31,Ideal,I,VS2,62.3,53.8,447.0,4.32,,2.7,2022-09-24,Mexico
30276,0.26,Ideal,F,SI1,61.8,55.0,,4.12,4.14,,2022-09-03,Australia
30277,0.23,Good,F,VS2,63.8,,447.0,3.93,3.84,2.48,,Georgia
30278,0.3,Very Good,D,SI2,61.2,60.0,447.0,4.28,4.31,2.63,2022-09-22,Taiwan
30279,0.3,Very Good,D,SI2,,59.0,447.0,4.26,4.31,2.63,2022-09-11,Christmas Island
30280,0.3,Very Good,D,SI2,62.4,59.0,447.0,4.25,4.28,2.66,2022-09-16,Hong Kong
30281,0.3,Very Good,G,SI1,61.0,,,4.31,4.34,2.64,2022-09-07,Bermuda
30282,0.34,Very Good,I,SI1,59.2,61.0,447.0,4.57,4.58,2.71,2022-09-22,St Vincent/Grenadines
30283,0.34,Very Good,I,SI1,61.3,61.0,447.0,4.45,4.49,2.74,2022-09-20,Malta
30284,0.34,Very Good,F,SI2,60.0,62.0,447.0,4.51,4.55,2.72,2022-09-26,Myanmar
30285,0.34,Premium,F,SI2,60.0,58.0,447.0,4.55,4.58,2.74,2022-09-02,Mauritius
30286,0.34,,J,VS1,61.7,58.0,447.0,4.41,4.47,2.74,2022-09-27,Malaysia
30287,0.34,Very Good,F,SI2,63.0,58.0,,4.45,4.47,2.81,2022-09-14,Cambodia
30288,0.3,Very Good,G,SI1,62.6,57.0,447.0,4.25,4.34,2.69,,Thailand
30289,0.3,Premium,D,SI2,,58.0,447.0,4.29,4.32,2.62,2022-09-11,Panama
30290,0.3,Good,G,SI1,63.8,56.0,447.0,4.26,4.3,2.73,2022-09-24,Gabon
30291,0.3,Very Good,G,SI1,59.8,57.0,447.0,4.32,4.37,2.6,2022-09-25,Hong Kong
30292,0.34,Good,F,SI2,63.3,54.0,447.0,4.46,4.48,2.83,2022-09-27,Nicaragua
30293,0.3,Good,D,SI2,63.3,57.0,447.0,4.26,4.3,2.71,2022-08-30,Virgin Islands (British)
30294,0.34,Ideal,F,SI2,60.1,56.0,447.0,4.54,4.55,2.73,2108-11-05,Australia
30295,0.34,Premium,I,SI1,60.2,59.0,447.0,4.52,4.55,2.73,2022-09-10,Senegal
30296,0.3,Very Good,G,SI1,60.1,62.0,447.0,4.35,4.37,2.62,2022-09-01,Sierra Leone
30297,0.3,Very Good,D,SI2,63.0,55.0,447.0,4.25,4.26,2.68,2022-09-06,Benin
30298,0.3,Premium,D,SI2,62.4,58.0,447.0,4.28,4.31,2.68,2022-09-21,Bolivia
30299,0.3,Ideal,D,SI2,61.1,55.0,447.0,4.32,,2.65,2022-09-20,Turkey
30300,,Very Good,,SI2,61.0,61.0,447.0,4.25,4.31,2.61,2022-09-15,Kuwait
30301,0.3,Premium,G,VS1,62.0,60.0,,4.31,4.27,2.66,2022-09-22,Saudi Arabia
30302,0.3,Very Good,G,VS1,63.3,56.0,725.0,4.31,4.28,2.72,2022-09-20,China
30303,0.3,Very Good,G,VS1,,55.0,725.0,4.32,,2.72,2022-09-21,Malaysia
30304,0.3,Very Good,G,VS1,63.5,58.0,725.0,4.26,4.21,2.69,2022-09-22,Saint Lucia
30305,0.34,Premium,F,VS1,60.0,59.0,725.0,4.59,4.55,2.74,2022-09-27,Romania
30306,0.41,Very Good,E,SI1,60.4,58.0,725.0,4.75,4.79,2.88,2022-09-20,Monaco
30307,0.41,Very Good,E,SI1,61.0,61.0,725.0,4.74,4.77,2.9,2022-09-23,Cape Verde
30308,0.44,Ideal,,VVS2,62.1,55.0,,4.88,4.91,3.04,2022-09-03,Saint Lucia
30309,,Ideal,G,,60.4,57.0,726.0,4.68,4.71,2.83,2022-09-16,Virgin Islands (British)
30310,0.34,Ideal,F,VS2,61.5,55.0,726.0,4.53,4.57,2.8,2022-09-28,Eritrea
30311,0.34,Ideal,F,,,56.0,726.0,4.48,4.51,2.79,2022-09-23,Lesotho
30312,0.31,Ideal,E,VS1,62.1,54.2,726.0,4.31,4.35,2.69,2022-09-15,Turkmenistan
30313,0.4,Ideal,D,SI1,61.3,56.0,726.0,4.75,4.78,2.92,2022-09-05,Congo
30314,0.4,Ideal,D,SI1,61.3,57.0,726.0,4.74,4.79,2.92,2022-09-09,El Salvador
30315,0.43,Premium,I,SI2,59.8,59.0,726.0,4.94,4.9,2.94,2022-09-28,Moldova
30316,0.36,Premium,G,,62.2,59.0,726.0,4.53,4.57,2.83,2022-09-14,Djibouti
30317,0.36,Ideal,F,VS2,62.0,55.0,726.0,4.55,4.58,2.83,,Niger
30318,0.36,,H,VVS2,60.6,58.0,726.0,4.58,4.6,2.78,2022-09-15,Togo
30319,0.36,Premium,G,VS1,,59.0,726.0,4.55,4.59,2.82,2022-09-05,Bulgaria
30320,0.36,Very Good,G,VS1,59.7,56.0,726.0,4.64,4.67,2.78,2022-09-01,Angola
30321,0.36,Very Good,G,VS1,62.9,57.0,726.0,4.56,4.6,,2022-08-31,Norway
30322,0.36,Ideal,H,VVS2,62.3,57.0,726.0,4.52,4.57,2.83,2022-09-13,New Caledonia
30323,0.36,Premium,G,VS1,59.7,59.0,726.0,4.61,4.64,2.76,2022-08-30,Bolivia
30324,0.36,Very Good,G,VS1,61.2,60.0,726.0,4.56,4.59,2.8,2022-09-07,Slovenia
30325,0.31,Ideal,G,VVS2,62.0,56.0,726.0,4.33,4.35,2.69,2022-09-10,Uzbekistan
30326,0.36,Premium,F,VS2,60.5,59.0,726.0,4.61,4.64,2.8,2022-09-05,Kazakhstan
30327,0.36,Ideal,F,VS2,60.9,57.0,726.0,4.58,4.61,,2022-09-08,Gabon
30328,0.36,Premium,F,,61.4,58.0,726.0,4.56,4.6,2.81,2022-09-18,Andorra
30329,0.36,Premium,F,VS2,60.5,60.0,726.0,4.55,4.61,2.77,2022-09-25,Iran
30330,0.36,Ideal,G,VS1,61.6,56.0,726.0,4.56,4.59,2.82,2022-09-13,Sri Lanka
30331,0.36,Premium,G,VS1,62.3,,726.0,4.5,4.55,2.82,2022-09-05,Netherlands
30332,0.41,Very Good,D,SI2,63.8,57.0,727.0,,4.73,3.01,2022-09-28,East Timor
30333,0.4,Ideal,I,VS2,62.5,57.0,727.0,4.67,4.71,2.93,2102-05-27,Lithuania
30334,0.33,Ideal,H,VS1,60.9,56.0,727.0,4.46,4.5,2.73,2022-09-21,Bolivia
30335,0.38,Premium,J,VS2,60.5,60.0,727.0,4.68,4.64,2.82,2022-09-15,Belarus
30336,0.34,Ideal,F,SI1,62.8,56.0,727.0,4.46,4.42,2.79,2022-09-10,Cyprus
30337,0.34,Premium,F,SI1,59.8,58.0,727.0,4.57,4.53,2.72,2022-09-25,Ethiopia
30338,0.34,Premium,F,SI1,59.4,62.0,727.0,4.59,4.54,2.71,2022-09-25,Lithuania
30339,0.34,Premium,F,SI1,59.3,,727.0,4.58,4.52,2.7,,Falkland Islands (Malvinas)
30340,0.34,Ideal,F,SI1,63.0,54.0,727.0,4.5,,2.83,2022-09-17,Honduras
30341,0.5,Fair,G,I1,64.9,57.0,727.0,5.01,4.97,3.24,2022-09-12,Reunion
30342,0.5,Fair,G,I1,65.2,56.0,727.0,4.95,4.89,3.21,2022-09-28,Tonga
30343,0.36,Ideal,D,VS2,60.0,56.0,727.0,4.66,4.68,2.8,2022-09-04,Yemen
30344,0.36,Premium,D,VS2,60.3,58.0,727.0,4.63,4.66,2.8,2022-09-18,Andorra
30345,0.36,Ideal,,VS1,62.7,57.0,727.0,4.55,4.58,2.86,2022-09-28,Cape Verde
30346,0.36,Premium,E,VS1,61.5,59.0,,4.57,4.6,2.82,2022-08-31,Congo
30347,0.33,Very Good,D,,60.3,61.0,727.0,4.48,4.51,2.71,,Belize
30348,0.33,Ideal,D,VS1,61.1,57.0,727.0,4.46,4.48,2.73,2022-09-23,Micronesia
30349,0.37,Very Good,E,VS2,64.0,55.0,728.0,4.52,4.57,2.91,2022-09-10,Cameroon
30350,0.42,Very Good,E,SI1,61.4,54.0,,4.83,4.87,2.98,2022-09-19,Niger
30351,0.4,Ideal,I,VVS2,61.9,56.4,728.0,4.72,4.74,2.93,2022-09-15,Cyprus
30352,0.3,Ideal,F,VVS2,61.9,54.1,728.0,4.31,4.33,2.67,,Albania
30353,0.32,Ideal,F,VVS2,61.4,57.0,728.0,4.41,4.45,2.72,,Jamaica
30354,0.33,Ideal,D,SI1,62.0,56.0,728.0,4.47,4.44,2.76,2022-09-01,Burundi
30355,0.33,Very Good,D,SI1,63.1,55.0,728.0,4.46,4.42,2.8,2022-09-23,Djibouti
30356,0.33,,D,SI1,63.1,55.0,728.0,4.4,4.38,2.77,2022-09-23,Comoros
30357,0.3,Very Good,D,VVS2,59.0,59.0,729.0,4.4,4.42,2.6,2022-09-26,Colombia
30358,0.32,Ideal,E,VVS2,61.2,57.0,729.0,4.38,4.41,2.69,2022-09-03,Malta
30359,0.31,Ideal,F,VS1,61.1,57.0,729.0,4.34,4.36,2.66,2022-09-07,Malta
30360,0.39,Ideal,D,SI1,60.6,55.0,729.0,4.73,4.78,2.88,2022-08-31,Cambodia
30361,0.36,Premium,H,VS2,61.0,60.0,729.0,4.6,4.55,2.79,2022-09-19,Guadeloupe
30362,0.36,Premium,H,,60.0,62.0,729.0,4.62,4.58,2.76,2022-09-28,Kuwait
30363,0.36,Ideal,,VS1,60.5,57.0,729.0,4.59,4.56,2.77,2022-09-16,Japan
30364,0.36,Premium,I,VS1,60.9,61.0,729.0,4.61,4.58,2.8,2022-09-03,Bhutan
30365,0.36,Premium,I,VS1,60.3,60.0,729.0,4.64,4.58,2.78,2022-09-05,Botswana
30366,0.36,Very Good,I,VS1,63.3,56.0,729.0,4.56,4.51,2.87,2022-09-01,Greece
30367,0.36,Premium,I,VS1,62.0,59.0,729.0,4.6,4.53,2.83,2022-09-03,Egypt
30368,0.36,Ideal,I,VS1,,57.0,729.0,4.58,4.54,2.83,2022-09-07,Indonesia
30369,0.36,Ideal,I,VS1,62.1,56.0,729.0,4.59,4.55,2.84,2022-08-30,Liechtenstein
30370,0.36,Very Good,H,VS2,63.5,54.0,729.0,4.59,4.55,2.9,2022-09-06,Kyrgyzstan
30371,0.36,Ideal,H,VS2,62.1,55.0,729.0,4.58,4.57,2.84,2022-09-17,Sierra Leone
30372,0.36,,H,VS2,62.1,55.0,729.0,4.61,4.57,2.85,2022-09-26,Comoros
30373,0.36,Premium,,VS2,60.9,59.0,729.0,4.62,4.58,2.8,2022-09-06,Burundi
30374,0.36,Good,H,VS2,63.7,55.0,729.0,4.52,4.49,2.87,2022-08-31,Christmas Island
30375,0.3,Fair,F,VS2,56.3,64.0,729.0,4.44,4.39,2.5,2022-09-20,Angola
30376,0.43,Very Good,G,SI2,61.3,56.2,729.0,4.87,4.89,2.99,2022-09-19,Morocco
30377,0.45,Very Good,F,SI2,61.5,,729.0,,4.95,3.03,2022-08-31,Marshall Islands
30378,0.3,Ideal,E,VS1,61.6,57.0,729.0,4.3,4.33,2.66,2022-09-06,Macedonia
30379,0.41,Good,H,VS2,64.1,57.0,729.0,4.72,4.64,3.0,2022-08-31,Cayman Islands
30380,0.3,Very Good,F,VVS2,59.9,56.0,730.0,4.38,4.44,2.64,2022-09-21,Gibraltar
30381,0.3,Very Good,F,VVS2,62.5,56.0,730.0,4.26,4.29,2.67,2022-09-15,Kyrgyzstan
30382,0.34,Very Good,F,VS2,61.5,58.2,730.0,4.49,4.51,2.77,2022-09-05,Taiwan
30383,0.34,Very Good,F,VS2,62.5,57.5,730.0,4.4,4.45,2.77,2022-09-16,Mauritania
30384,0.43,Very Good,,VS1,60.9,55.0,730.0,,4.99,3.01,2102-09-22,Bangladesh
30385,0.33,Ideal,G,VVS2,61.3,56.0,,4.46,4.48,2.74,2022-09-26,San Marino
30386,0.33,Ideal,G,VVS2,61.7,55.0,730.0,4.46,4.49,2.76,2022-09-04,Somalia
30387,0.33,Ideal,G,VVS2,61.6,54.0,730.0,4.44,4.49,2.75,2022-09-19,Philippines
30388,0.33,Ideal,H,,61.7,55.0,730.0,4.48,4.5,2.77,2022-09-21,Malawi
30389,0.33,Ideal,H,VVS1,61.6,55.0,730.0,4.45,4.48,2.75,2022-09-03,Mayotte
30390,0.33,Ideal,,VVS1,62.1,53.0,730.0,4.47,4.51,2.79,2022-09-22,Czech Republic
30391,0.33,Ideal,H,VVS1,62.1,53.0,730.0,,,2.79,2022-09-28,Pitcairn
30392,0.33,Ideal,H,VVS1,61.5,55.0,730.0,4.44,4.47,2.74,2088-05-28,Ecuador
30393,0.33,Ideal,H,VVS1,61.7,55.0,730.0,4.48,4.5,2.77,2022-09-03,San Marino
30394,0.33,Ideal,,VVS1,62.1,55.0,730.0,4.46,4.5,2.78,2022-09-03,Jamaica
30395,0.33,Ideal,H,VVS1,61.5,56.0,730.0,4.46,4.49,2.75,2022-09-22,Tanzania
30396,0.32,Ideal,G,,60.6,57.0,730.0,,4.43,2.68,2022-09-09,Peru
30397,0.32,Premium,G,VVS2,61.6,60.0,730.0,4.37,4.4,2.7,,Senegal
30398,0.32,Very Good,G,VVS2,62.0,55.0,730.0,4.39,4.42,2.73,2022-09-11,Falkland Islands (Malvinas)
30399,0.32,Ideal,,VVS1,61.9,56.0,730.0,4.38,4.41,,2022-09-23,Luxembourg
30400,0.32,Ideal,G,VVS2,62.2,56.0,730.0,4.34,4.38,2.71,2022-09-01,East Timor
30401,,Premium,H,VVS1,61.4,58.0,730.0,4.37,4.42,2.7,2022-09-13,Northern Mariana Islands
30402,0.32,Premium,H,VVS1,62.5,58.0,730.0,4.33,4.37,2.72,2022-09-16,Peru
30403,0.32,Ideal,G,VVS2,62.1,55.0,730.0,4.35,4.38,2.71,2022-09-14,Ecuador
30404,0.32,Premium,G,VVS2,61.2,59.0,730.0,4.39,4.44,2.7,2022-09-10,Myanmar
30405,0.32,Ideal,G,VVS2,61.4,55.0,730.0,4.4,4.43,2.71,2106-07-07,Guatemala
30406,0.32,Ideal,H,VVS1,,56.0,730.0,4.37,4.38,2.72,2022-09-14,Dominica
30407,0.32,Premium,G,VVS2,60.8,59.0,730.0,4.41,4.44,2.69,2022-09-20,Togo
30408,0.34,Ideal,D,VS2,60.8,57.0,730.0,4.52,4.56,2.76,2109-12-16,Romania
30409,0.34,,,VS2,60.0,59.0,730.0,4.5,4.56,2.72,2099-11-16,Comoros
30410,0.4,Good,H,VS2,59.4,64.0,730.0,4.75,4.82,2.84,2022-09-28,Jamaica
30411,0.32,Ideal,H,VVS1,61.6,55.0,730.0,4.4,,,2022-09-14,Cameroon
30412,0.32,Premium,G,VVS2,61.7,59.0,730.0,4.37,4.41,2.71,2022-09-25,Virgin Islands (British)
30413,0.32,Premium,G,VVS2,60.2,60.0,730.0,4.42,4.45,2.67,2022-09-21,French S. Territories
30414,0.32,Ideal,G,VVS2,61.3,56.0,730.0,4.43,4.44,2.72,2022-09-24,Comoros
30415,0.32,Ideal,G,VVS2,,55.0,730.0,4.41,4.43,2.73,2022-09-12,Niue
30416,0.32,Ideal,G,VVS2,61.7,57.0,730.0,4.41,4.44,2.73,2022-09-15,Belarus
30417,,Premium,G,VVS2,62.3,58.0,730.0,4.35,4.38,2.72,2022-09-25,Reunion
30418,0.32,Ideal,H,VVS1,,57.0,730.0,4.42,4.46,2.68,2022-08-30,United Kingdom
30419,0.32,Ideal,G,VVS2,62.2,55.0,,4.41,4.43,2.75,2022-09-08,Germany
30420,0.32,Very Good,G,VVS2,62.2,57.0,730.0,4.36,4.38,2.72,2022-09-24,Lithuania
30421,,Ideal,G,VVS2,62.4,56.0,730.0,4.4,4.42,2.75,2022-09-08,Malawi
30422,0.32,Very Good,H,VVS1,62.7,57.0,,4.36,4.41,2.75,2022-09-06,French S. Territories
30423,0.32,Ideal,,VVS1,61.6,56.0,730.0,4.39,4.41,2.71,2022-09-19,Grenada
30424,0.32,Premium,H,VVS1,61.4,58.0,730.0,4.38,4.41,2.7,2022-09-26,Tokelau
